Date,Agency,Policy_Type,Coverage,Conversions
2024-10-05,StateFarm,Life,Term,207
2024-10-05,StateFarm,Life,Whole,97
2024-10-05,Allstate,Auto,Comprehensive,112
2024-10-05,Allstate,Auto,Liability,369
2024-10-05,Allstate,Home,Property,84
2024-10-05,Allstate,Home,Renters,225
2024-10-05,Allstate,Life,Term,123
2024-10-05,Allstate,Life,Whole,193
2024-10-06,Geico,Auto,Comprehensive,291
2024-10-06,Geico,Auto,Liability,296
2024-10-06,Geico,Home,Property,136
2024-10-06,Geico,Home,Renters,145
2024-10-06,Geico,Life,Term,235
2024-10-06,Geico,Life,Whole,119
2024-10-06,StateFarm,Auto,Comprehensive,184
2024-10-06,StateFarm,Auto,Liability,111
2024-10-06,StateFarm,Home,Property,174
2024-10-06,StateFarm,Home,Renters,53
2024-10-06,StateFarm,Life,Term,141
2024-10-06,StateFarm,Life,Whole,58
2024-10-06,Allstate,Auto,Comprehensive,181
2024-10-06,Allstate,Auto,Liability,173
2024-10-06,Allstate,Home,Property,113
2024-10-06,Allstate,Home,Renters,212
2024-10-06,Allstate,Life,Term,283
2024-10-06,Allstate,Life,Whole,249
2024-10-07,Geico,Auto,Comprehensive,98
2024-10-07,Geico,Auto,Liability,311
2024-10-07,Geico,Home,Property,134
2024-10-07,Geico,Home,Renters,59
2024-10-07,Geico,Life,Term,101
2024-10-07,Geico,Life,Whole,84
2024-10-07,StateFarm,Auto,Comprehensive,235
2024-10-07,StateFarm,Auto,Liability,239
2024-10-07,StateFarm,Home,Property,181
2024-10-07,StateFarm,Home,Renters,277
2024-10-07,StateFarm,Life,Term,250
2024-10-07,StateFarm,Life,Whole,252
2024-10-07,Allstate,Auto,Comprehensive,173
2024-10-07,Allstate,Auto,Liability,179
2024-10-07,Allstate,Home,Property,121
2024-10-07,Allstate,Home,Renters,234
2024-10-07,Allstate,Life,Term,83
2024-10-07,Allstate,Life,Whole,108
2024-10-08,Geico,Auto,Comprehensive,357
2024-10-08,Geico,Auto,Liability,304
2024-10-08,Geico,Home,Property,196
2024-10-08,Geico,Home,Renters,287
2024-10-08,Geico,Life,Term,255
2024-10-08,Geico,Life,Whole,221
2024-10-08,StateFarm,Auto,Comprehensive,261
2024-10-08,StateFarm,Auto,Liability,147
2024-10-08,StateFarm,Home,Property,176
2024-10-08,StateFarm,Home,Renters,167
2024-10-08,StateFarm,Life,Term,297
2024-10-08,StateFarm,Life,Whole,285
2024-10-08,Allstate,Auto,Comprehensive,148
2024-10-08,Allstate,Auto,Liability,334
2024-10-08,Allstate,Home,Property,76
2024-10-08,Allstate,Home,Renters,62
2024-10-08,Allstate,Life,Term,50
2024-10-08,Allstate,Life,Whole,241
2024-10-09,Geico,Auto,Comprehensive,132
2024-10-09,Geico,Auto,Liability,185
2024-10-09,Geico,Home,Property,188
2024-10-09,Geico,Home,Renters,101
2024-10-09,Geico,Life,Term,202
2024-10-09,Geico,Life,Whole,58
2024-10-09,StateFarm,Auto,Comprehensive,337
2024-10-09,StateFarm,Auto,Liability,259
2024-10-09,StateFarm,Home,Property,194
2024-10-09,StateFarm,Home,Renters,70
2024-10-09,StateFarm,Life,Term,137
2024-10-09,StateFarm,Life,Whole,99
2024-10-09,Allstate,Auto,Comprehensive,245
2024-10-09,Allstate,Auto,Liability,232
2024-10-09,Allstate,Home,Property,234
2024-10-09,Allstate,Home,Renters,74
2024-10-09,Allstate,Life,Term,113
2024-10-09,Allstate,Life,Whole,67
2024-10-10,Geico,Auto,Comprehensive,307
2024-10-10,Geico,Auto,Liability,153
2024-10-10,Geico,Home,Property,51
2024-10-10,Geico,Home,Renters,140
2024-10-10,Geico,Life,Term,185
2024-10-10,Geico,Life,Whole,221
2024-10-10,StateFarm,Auto,Comprehensive,277
2024-10-10,StateFarm,Auto,Liability,237
2024-10-10,StateFarm,Home,Property,210
2024-10-10,StateFarm,Home,Renters,277
2024-10-10,StateFarm,Life,Term,218
2024-10-10,StateFarm,Life,Whole,136
2024-10-10,Allstate,Auto,Comprehensive,203
2024-10-10,Allstate,Auto,Liability,124
2024-10-10,Allstate,Home,Property,286
2024-10-10,Allstate,Home,Renters,165
2024-10-10,Allstate,Life,Term,271
2024-10-10,Allstate,Life,Whole,65
2024-10-11,Geico,Auto,Comprehensive,209
2024-10-11,Geico,Auto,Liability,325
2024-10-11,Geico,Home,Property,155
2024-10-11,Geico,Home,Renters,110
2024-10-11,Geico,Life,Term,153
2024-10-11,Geico,Life,Whole,87
2024-10-11,StateFarm,Auto,Comprehensive,179
2024-10-11,StateFarm,Auto,Liability,219
2024-10-11,StateFarm,Home,Property,200
2024-10-11,StateFarm,Home,Renters,122
2024-10-11,StateFarm,Life,Term,263
2024-10-11,StateFarm,Life,Whole,179
2024-10-11,Allstate,Auto,Comprehensive,115
2024-10-11,Allstate,Auto,Liability,257
2024-10-11,Allstate,Home,Property,187
2024-10-11,Allstate,Home,Renters,153
2024-10-11,Allstate,Life,Term,194
2024-10-11,Allstate,Life,Whole,186
2024-10-12,Geico,Auto,Comprehensive,310
2024-10-12,Geico,Auto,Liability,198
2024-10-12,Geico,Home,Property,221
2024-10-12,Geico,Home,Renters,222
2024-10-12,Geico,Life,Term,275
2024-10-12,Geico,Life,Whole,241
2024-10-12,StateFarm,Auto,Comprehensive,322
2024-10-12,StateFarm,Auto,Liability,338
2024-10-12,StateFarm,Home,Property,236
2024-10-12,StateFarm,Home,Renters,141
2024-10-12,StateFarm,Life,Term,157
2024-10-12,StateFarm,Life,Whole,247
2024-10-12,Allstate,Auto,Comprehensive,201
2024-10-12,Allstate,Auto,Liability,132
2024-10-12,Allstate,Home,Property,173
2024-10-12,Allstate,Home,Renters,285
2024-10-12,Allstate,Life,Term,125
2024-10-12,Allstate,Life,Whole,167
2024-10-13,Geico,Auto,Comprehensive,244
2024-10-13,Geico,Auto,Liability,100
2024-10-13,Geico,Home,Property,68
2024-10-13,Geico,Home,Renters,163
2024-10-13,Geico,Life,Term,86
2024-10-13,Geico,Life,Whole,298
2024-10-13,StateFarm,Auto,Comprehensive,87
2024-10-13,StateFarm,Auto,Liability,247
2024-10-13,StateFarm,Home,Property,291
2024-10-13,StateFarm,Home,Renters,290
2024-10-13,StateFarm,Life,Term,124
2024-10-13,StateFarm,Life,Whole,130
2024-10-13,Allstate,Auto,Comprehensive,151
2024-10-13,Allstate,Auto,Liability,184
2024-10-13,Allstate,Home,Property,284
2024-10-13,Allstate,Home,Renters,244
2024-10-13,Allstate,Life,Term,248
2024-10-13,Allstate,Life,Whole,187
2024-10-14,Geico,Auto,Comprehensive,279
2024-10-14,Geico,Auto,Liability,127
2024-10-14,Geico,Home,Property,136
2024-10-14,Geico,Home,Renters,173
2024-10-14,Geico,Life,Term,58
2024-10-14,Geico,Life,Whole,109
2024-10-14,StateFarm,Auto,Comprehensive,191
2024-10-14,StateFarm,Auto,Liability,233
2024-10-14,StateFarm,Home,Property,134
2024-10-14,StateFarm,Home,Renters,207
2024-10-14,StateFarm,Life,Term,214
2024-10-14,StateFarm,Life,Whole,67
2024-10-14,Allstate,Auto,Comprehensive,285
2024-10-14,Allstate,Auto,Liability,151
2024-10-14,Allstate,Home,Property,70
2024-10-14,Allstate,Home,Renters,55
2024-10-14,Allstate,Life,Term,82
2024-10-14,Allstate,Life,Whole,127
2024-10-15,Geico,Auto,Comprehensive,333
2024-10-15,Geico,Auto,Liability,160
2024-10-15,Geico,Home,Property,128
2024-10-15,Geico,Home,Renters,286
2024-10-15,Geico,Life,Term,294
2024-10-15,Geico,Life,Whole,233
2024-10-15,StateFarm,Auto,Comprehensive,318
2024-10-15,StateFarm,Auto,Liability,230
2024-10-15,StateFarm,Home,Property,122
2024-10-15,StateFarm,Home,Renters,298
2024-10-15,StateFarm,Life,Term,136
2024-10-15,StateFarm,Life,Whole,134
2024-10-15,Allstate,Auto,Comprehensive,253
2024-10-15,Allstate,Auto,Liability,248
2024-10-15,Allstate,Home,Property,68
2024-10-15,Allstate,Home,Renters,226
2024-10-15,Allstate,Life,Term,269
2024-10-15,Allstate,Life,Whole,285
2024-10-16,Geico,Auto,Comprehensive,296
2024-10-16,Geico,Auto,Liability,195
2024-10-16,Geico,Home,Property,266
2024-10-16,Geico,Home,Renters,182
2024-10-16,Geico,Life,Term,178
2024-10-16,Geico,Life,Whole,121
2024-10-16,StateFarm,Auto,Comprehensive,157
2024-10-16,StateFarm,Auto,Liability,288
2024-10-16,StateFarm,Home,Property,271
2024-10-16,StateFarm,Home,Renters,286
2024-10-16,StateFarm,Life,Term,275
2024-10-16,StateFarm,Life,Whole,270
2024-10-16,Allstate,Auto,Comprehensive,140
2024-10-16,Allstate,Auto,Liability,99
2024-10-16,Allstate,Home,Property,241
2024-10-16,Allstate,Home,Renters,135
2024-10-16,Allstate,Life,Term,274
2024-10-16,Allstate,Life,Whole,194
2024-10-17,Geico,Auto,Comprehensive,105
2024-10-17,Geico,Auto,Liability,169
2024-10-17,Geico,Home,Property,88
2024-10-17,Geico,Home,Renters,156
2024-10-17,Geico,Life,Term,290
2024-10-17,Geico,Life,Whole,129
2024-10-17,StateFarm,Auto,Comprehensive,313
2024-10-17,StateFarm,Auto,Liability,135
2024-10-17,StateFarm,Home,Property,96
2024-10-17,StateFarm,Home,Renters,275
2024-10-17,StateFarm,Life,Term,258
2024-10-17,StateFarm,Life,Whole,67
2024-10-17,Allstate,Auto,Comprehensive,311
2024-10-17,Allstate,Auto,Liability,200
2024-10-17,Allstate,Home,Property,96
2024-10-17,Allstate,Home,Renters,78
2024-10-17,Allstate,Life,Term,117
2024-10-17,Allstate,Life,Whole,191
2024-10-18,Geico,Auto,Comprehensive,335
2024-10-18,Geico,Auto,Liability,235
2024-10-18,Geico,Home,Property,90
2024-10-18,Geico,Home,Renters,186
2024-10-18,Geico,Life,Term,133
2024-10-18,Geico,Life,Whole,166
2024-10-18,StateFarm,Auto,Comprehensive,260
2024-10-18,StateFarm,Auto,Liability,290
2024-10-18,StateFarm,Home,Property,50
2024-10-18,StateFarm,Home,Renters,261
2024-10-18,StateFarm,Life,Term,143
2024-10-18,StateFarm,Life,Whole,207
2024-10-18,Allstate,Auto,Comprehensive,164
2024-10-18,Allstate,Auto,Liability,312
2024-10-18,Allstate,Home,Property,118
2024-10-18,Allstate,Home,Renters,185
2024-10-18,Allstate,Life,Term,218
2024-10-18,Allstate,Life,Whole,74
2024-10-19,Geico,Auto,Comprehensive,253
2024-10-19,Geico,Auto,Liability,284
2024-10-19,Geico,Home,Property,73
2024-10-19,Geico,Home,Renters,215
2024-10-19,Geico,Life,Term,205
2024-10-19,Geico,Life,Whole,205
2024-10-19,StateFarm,Auto,Comprehensive,154
2024-10-19,StateFarm,Auto,Liability,174
2024-10-19,StateFarm,Home,Property,118
2024-10-19,StateFarm,Home,Renters,144
2024-10-19,StateFarm,Life,Term,199
2024-10-19,StateFarm,Life,Whole,78
2024-10-19,Allstate,Auto,Comprehensive,232
2024-10-19,Allstate,Auto,Liability,83
2024-10-19,Allstate,Home,Property,277
2024-10-19,Allstate,Home,Renters,240
2024-10-19,Allstate,Life,Term,228
2024-10-19,Allstate,Life,Whole,188
2024-10-20,Geico,Auto,Comprehensive,223
2024-10-20,Geico,Auto,Liability,137
2024-10-20,Geico,Home,Property,148
2024-10-20,Geico,Home,Renters,64
2024-10-20,Geico,Life,Term,149
2024-10-20,Geico,Life,Whole,230
2024-10-20,StateFarm,Auto,Comprehensive,227
2024-10-20,StateFarm,Auto,Liability,230
2024-10-20,StateFarm,Home,Property,234
2024-10-20,StateFarm,Home,Renters,148
2024-10-20,StateFarm,Life,Term,287
2024-10-20,StateFarm,Life,Whole,182
2024-10-20,Allstate,Auto,Comprehensive,109
2024-10-20,Allstate,Auto,Liability,175
2024-10-20,Allstate,Home,Property,178
2024-10-20,Allstate,Home,Renters,144
2024-10-20,Allstate,Life,Term,84
2024-10-20,Allstate,Life,Whole,269
2024-10-21,Geico,Auto,Comprehensive,116
2024-10-21,Geico,Auto,Liability,372
2024-10-21,Geico,Home,Property,214
2024-10-21,Geico,Home,Renters,183
2024-10-21,Geico,Life,Term,137
2024-10-21,Geico,Life,Whole,271
2024-10-21,StateFarm,Auto,Comprehensive,120
2024-10-21,StateFarm,Auto,Liability,184
2024-10-21,StateFarm,Home,Property,80
2024-10-21,StateFarm,Home,Renters,140
2024-10-21,StateFarm,Life,Term,91
2024-10-21,StateFarm,Life,Whole,169
2024-10-21,Allstate,Auto,Comprehensive,156
2024-10-21,Allstate,Auto,Liability,283
2024-10-21,Allstate,Home,Property,228
2024-10-21,Allstate,Home,Renters,88
2024-10-21,Allstate,Life,Term,172
2024-10-21,Allstate,Life,Whole,66
2024-10-22,Geico,Auto,Comprehensive,363
2024-10-22,Geico,Auto,Liability,234
2024-10-22,Geico,Home,Property,240
2024-10-22,Geico,Home,Renters,273
2024-10-22,Geico,Life,Term,241
2024-10-22,Geico,Life,Whole,231
2024-10-22,StateFarm,Auto,Comprehensive,136
2024-10-22,StateFarm,Auto,Liability,321
2024-10-22,StateFarm,Home,Property,95
2024-10-22,StateFarm,Home,Renters,69
2024-10-22,StateFarm,Life,Term,209
2024-10-22,StateFarm,Life,Whole,55
2024-10-22,Allstate,Auto,Comprehensive,208
2024-10-22,Allstate,Auto,Liability,215
2024-10-22,Allstate,Home,Property,184
2024-10-22,Allstate,Home,Renters,215
2024-10-22,Allstate,Life,Term,282
2024-10-22,Allstate,Life,Whole,86
2024-10-23,Geico,Auto,Comprehensive,145
2024-10-23,Geico,Auto,Liability,122
2024-10-23,Geico,Home,Property,189
2024-10-23,Geico,Home,Renters,86
2024-10-23,Geico,Life,Term,147
2024-10-23,Geico,Life,Whole,110
2024-10-23,StateFarm,Auto,Comprehensive,254
2024-10-23,StateFarm,Auto,Liability,149
2024-10-23,StateFarm,Home,Property,214
2024-10-23,StateFarm,Home,Renters,259
2024-10-23,StateFarm,Life,Term,87
2024-10-23,StateFarm,Life,Whole,180
2024-10-23,Allstate,Auto,Comprehensive,250
2024-10-23,Allstate,Auto,Liability,239
2024-10-23,Allstate,Home,Property,271
2024-10-23,Allstate,Home,Renters,146
2024-10-23,Allstate,Life,Term,237
2024-10-23,Allstate,Life,Whole,209
2024-10-24,Geico,Auto,Comprehensive,122
2024-10-24,Geico,Auto,Liability,330
2024-10-24,Geico,Home,Property,196
2024-10-24,Geico,Home,Renters,232
2024-10-24,Geico,Life,Term,153
2024-10-24,Geico,Life,Whole,216
2024-10-24,StateFarm,Auto,Comprehensive,239
2024-10-24,StateFarm,Auto,Liability,152
2024-10-24,StateFarm,Home,Property,292
2024-10-24,StateFarm,Home,Renters,253
2024-10-24,StateFarm,Life,Term,270
2024-10-24,StateFarm,Life,Whole,286
2024-10-24,Allstate,Auto,Comprehensive,327
2024-10-24,Allstate,Auto,Liability,295
2024-10-24,Allstate,Home,Property,296
2024-10-24,Allstate,Home,Renters,253
2024-10-24,Allstate,Life,Term,73
2024-10-24,Allstate,Life,Whole,87
2024-10-25,Geico,Auto,Comprehensive,170
2024-10-25,Geico,Auto,Liability,352
2024-10-25,Geico,Home,Property,61
2024-10-25,Geico,Home,Renters,176
2024-10-25,Geico,Life,Term,270
2024-10-25,Geico,Life,Whole,137
2024-10-25,StateFarm,Auto,Comprehensive,209
2024-10-25,StateFarm,Auto,Liability,250
2024-10-25,StateFarm,Home,Property,194
2024-10-25,StateFarm,Home,Renters,283
2024-10-25,StateFarm,Life,Term,126
2024-10-25,StateFarm,Life,Whole,202
2024-10-25,Allstate,Auto,Comprehensive,163
2024-10-25,Allstate,Auto,Liability,316
2024-10-25,Allstate,Home,Property,279
2024-10-25,Allstate,Home,Renters,267
2024-10-25,Allstate,Life,Term,51
2024-10-25,Allstate,Life,Whole,51
2024-10-26,Geico,Auto,Comprehensive,164
2024-10-26,Geico,Auto,Liability,160
2024-10-26,Geico,Home,Property,201
2024-10-26,Geico,Home,Renters,64
2024-10-26,Geico,Life,Term,65
2024-10-26,Geico,Life,Whole,75
2024-10-26,StateFarm,Auto,Comprehensive,361
2024-10-26,StateFarm,Auto,Liability,223
2024-10-26,StateFarm,Home,Property,165
2024-10-26,StateFarm,Home,Renters,197
2024-10-26,StateFarm,Life,Term,222
2024-10-26,StateFarm,Life,Whole,78
2024-10-26,Allstate,Auto,Comprehensive,338
2024-10-26,Allstate,Auto,Liability,104
2024-10-26,Allstate,Home,Property,263
2024-10-26,Allstate,Home,Renters,150
2024-10-26,Allstate,Life,Term,62
2024-10-26,Allstate,Life,Whole,254
2024-10-27,Geico,Auto,Comprehensive,129
2024-10-27,Geico,Auto,Liability,200
2024-10-27,Geico,Home,Property,154
2024-10-27,Geico,Home,Renters,243
2024-10-27,Geico,Life,Term,295
2024-10-27,Geico,Life,Whole,67
2024-10-27,StateFarm,Auto,Comprehensive,149
2024-10-27,StateFarm,Auto,Liability,294
2024-10-27,StateFarm,Home,Property,131
2024-10-27,StateFarm,Home,Renters,89
2024-10-27,StateFarm,Life,Term,176
2024-10-27,StateFarm,Life,Whole,228
2024-10-27,Allstate,Auto,Comprehensive,151
2024-10-27,Allstate,Auto,Liability,349
2024-10-27,Allstate,Home,Property,105
2024-10-27,Allstate,Home,Renters,194
2024-10-27,Allstate,Life,Term,209
2024-10-27,Allstate,Life,Whole,164
2024-10-28,Geico,Auto,Comprehensive,309
2024-10-28,Geico,Auto,Liability,249
2024-10-28,Geico,Home,Property,176
2024-10-28,Geico,Home,Renters,91
2024-10-28,Geico,Life,Term,167
2024-10-28,Geico,Life,Whole,239
2024-10-28,StateFarm,Auto,Comprehensive,197
2024-10-28,StateFarm,Auto,Liability,241
2024-10-28,StateFarm,Home,Property,286
2024-10-28,StateFarm,Home,Renters,228
2024-10-28,StateFarm,Life,Term,124
2024-10-28,StateFarm,Life,Whole,266
2024-10-28,Allstate,Auto,Comprehensive,254
2024-10-28,Allstate,Auto,Liability,220
2024-10-28,Allstate,Home,Property,178
2024-10-28,Allstate,Home,Renters,113
2024-10-28,Allstate,Life,Term,155
2024-10-28,Allstate,Life,Whole,58
2024-10-29,Geico,Auto,Comprehensive,156
2024-10-29,Geico,Auto,Liability,316
2024-10-29,Geico,Home,Property,257
2024-10-29,Geico,Home,Renters,74
2024-10-29,Geico,Life,Term,140
2024-10-29,Geico,Life,Whole,176
2024-10-29,StateFarm,Auto,Comprehensive,195
2024-10-29,StateFarm,Auto,Liability,245
2024-10-29,StateFarm,Home,Property,213
2024-10-29,StateFarm,Home,Renters,227
2024-10-29,StateFarm,Life,Term,66
2024-10-29,StateFarm,Life,Whole,219
2024-10-29,Allstate,Auto,Comprehensive,282
2024-10-29,Allstate,Auto,Liability,327
2024-10-29,Allstate,Home,Property,182
2024-10-29,Allstate,Home,Renters,178
2024-10-29,Allstate,Life,Term,145
2024-10-29,Allstate,Life,Whole,182
2024-10-30,Geico,Auto,Comprehensive,120
2024-10-30,Geico,Auto,Liability,251
2024-10-30,Geico,Home,Property,157
2024-10-30,Geico,Home,Renters,124
2024-10-30,Geico,Life,Term,177
2024-10-30,Geico,Life,Whole,266
2024-10-30,StateFarm,Auto,Comprehensive,335
2024-10-30,StateFarm,Auto,Liability,100
2024-10-30,StateFarm,Home,Property,115
2024-10-30,StateFarm,Home,Renters,154
2024-10-30,StateFarm,Life,Term,278
2024-10-30,StateFarm,Life,Whole,253
2024-10-30,Allstate,Auto,Comprehensive,205
2024-10-30,Allstate,Auto,Liability,234
2024-10-30,Allstate,Home,Property,206
2024-10-30,Allstate,Home,Renters,193
2024-10-30,Allstate,Life,Term,295
2024-10-30,Allstate,Life,Whole,295
2024-10-31,Geico,Auto,Comprehensive,177
2024-10-31,Geico,Auto,Liability,278
2024-10-31,Geico,Home,Property,292
2024-10-31,Geico,Home,Renters,134
2024-10-31,Geico,Life,Term,133
2024-10-31,Geico,Life,Whole,132
2024-10-31,StateFarm,Auto,Comprehensive,93
2024-10-31,StateFarm,Auto,Liability,196
2024-10-31,StateFarm,Home,Property,197
2024-10-31,StateFarm,Home,Renters,258
2024-10-31,StateFarm,Life,Term,260
2024-10-31,StateFarm,Life,Whole,257
2024-10-31,Allstate,Auto,Comprehensive,293
2024-10-31,Allstate,Auto,Liability,185
2024-10-31,Allstate,Home,Property,213
2024-10-31,Allstate,Home,Renters,154
2024-10-31,Allstate,Life,Term,79
2024-10-31,Allstate,Life,Whole,83
2024-11-01,Geico,Auto,Comprehensive,327
2024-11-01,Geico,Auto,Liability,327
2024-11-01,Geico,Home,Property,266
2024-11-01,Geico,Home,Renters,221
2024-11-01,Geico,Life,Term,229
2024-11-01,Geico,Life,Whole,254
2024-11-01,StateFarm,Auto,Comprehensive,113
2024-11-01,StateFarm,Auto,Liability,184
2024-11-01,StateFarm,Home,Property,242
2024-11-01,StateFarm,Home,Renters,99
2024-11-01,StateFarm,Life,Term,167
2024-11-01,StateFarm,Life,Whole,139
2024-11-01,Allstate,Auto,Comprehensive,266
2024-11-01,Allstate,Auto,Liability,181
2024-11-01,Allstate,Home,Property,91
2024-11-01,Allstate,Home,Renters,266
2024-11-01,Allstate,Life,Term,192
2024-11-01,Allstate,Life,Whole,290
2024-11-02,Geico,Auto,Comprehensive,303
2024-11-02,Geico,Auto,Liability,188
2024-11-02,Geico,Home,Property,90
2024-11-02,Geico,Home,Renters,288
2024-11-02,Geico,Life,Term,149
2024-11-02,Geico,Life,Whole,151
2024-11-02,StateFarm,Auto,Comprehensive,225
2024-11-02,StateFarm,Auto,Liability,290
2024-11-02,StateFarm,Home,Property,148
2024-11-02,StateFarm,Home,Renters,149
2024-11-02,StateFarm,Life,Term,193
2024-11-02,StateFarm,Life,Whole,111
2024-11-02,Allstate,Auto,Comprehensive,252
2024-11-02,Allstate,Auto,Liability,253
2024-11-02,Allstate,Home,Property,144
2024-11-02,Allstate,Home,Renters,162
2024-11-02,Allstate,Life,Term,299
2024-11-02,Allstate,Life,Whole,233
2024-11-03,Geico,Auto,Comprehensive,275
2024-11-03,Geico,Auto,Liability,207
2024-11-03,Geico,Home,Property,238
2024-11-03,Geico,Home,Renters,224
2024-11-03,Geico,Life,Term,85
2024-11-03,Geico,Life,Whole,71
2024-11-03,StateFarm,Auto,Comprehensive,239
2024-11-03,StateFarm,Auto,Liability,357
2024-11-03,StateFarm,Home,Property,226
2024-11-03,StateFarm,Home,Renters,76
2024-11-03,StateFarm,Life,Term,85
2024-11-03,StateFarm,Life,Whole,193
2024-11-03,Allstate,Auto,Comprehensive,316
2024-11-03,Allstate,Auto,Liability,162
2024-11-03,Allstate,Home,Property,295
2024-11-03,Allstate,Home,Renters,175
2024-11-03,Allstate,Life,Term,52
2024-11-03,Allstate,Life,Whole,114
2024-11-04,Geico,Auto,Comprehensive,227
2024-11-04,Geico,Auto,Liability,244
2024-11-04,Geico,Home,Property,121
2024-11-04,Geico,Home,Renters,263
2024-11-04,Geico,Life,Term,155
2024-11-04,Geico,Life,Whole,201
2024-11-04,StateFarm,Auto,Comprehensive,304
2024-11-04,StateFarm,Auto,Liability,333
2024-11-04,StateFarm,Home,Property,186
2024-11-04,StateFarm,Home,Renters,88
2024-11-04,StateFarm,Life,Term,125
2024-11-04,StateFarm,Life,Whole,197
2024-11-04,Allstate,Auto,Comprehensive,197
2024-11-04,Allstate,Auto,Liability,164
2024-11-04,Allstate,Home,Property,140
2024-11-04,Allstate,Home,Renters,231
2024-11-04,Allstate,Life,Term,124
2024-11-04,Allstate,Life,Whole,193
2024-11-05,Geico,Auto,Comprehensive,318
2024-11-05,Geico,Auto,Liability,284
2024-11-05,Geico,Home,Property,128
2024-11-05,Geico,Home,Renters,203
2024-11-05,Geico,Life,Term,128
2024-11-05,Geico,Life,Whole,182
2024-11-05,StateFarm,Auto,Comprehensive,350
2024-11-05,StateFarm,Auto,Liability,122
2024-11-05,StateFarm,Home,Property,240
2024-11-05,StateFarm,Home,Renters,223
2024-11-05,StateFarm,Life,Term,279
2024-11-05,StateFarm,Life,Whole,167
2024-11-05,Allstate,Auto,Comprehensive,225
2024-11-05,Allstate,Auto,Liability,87
2024-11-05,Allstate,Home,Property,103
2024-11-05,Allstate,Home,Renters,225
2024-11-05,Allstate,Life,Term,239
2024-11-05,Allstate,Life,Whole,118
2024-11-06,Geico,Auto,Comprehensive,248
2024-11-06,Geico,Auto,Liability,219
2024-11-06,Geico,Home,Property,163
2024-11-06,Geico,Home,Renters,242
2024-11-06,Geico,Life,Term,175
2024-11-06,Geico,Life,Whole,247
2024-11-06,StateFarm,Auto,Comprehensive,233
2024-11-06,StateFarm,Auto,Liability,346
2024-11-06,StateFarm,Home,Property,227
2024-11-06,StateFarm,Home,Renters,190
2024-11-06,StateFarm,Life,Term,277
2024-11-06,StateFarm,Life,Whole,149
2024-11-06,Allstate,Auto,Comprehensive,313
2024-11-06,Allstate,Auto,Liability,246
2024-11-06,Allstate,Home,Property,139
2024-11-06,Allstate,Home,Renters,158
2024-11-06,Allstate,Life,Term,242
2024-11-06,Allstate,Life,Whole,225
2024-11-07,Geico,Auto,Comprehensive,268
2024-11-07,Geico,Auto,Liability,253
2024-11-07,Geico,Home,Property,286
2024-11-07,Geico,Home,Renters,60
2024-11-07,Geico,Life,Term,70
2024-11-07,Geico,Life,Whole,160
2024-11-07,StateFarm,Auto,Comprehensive,233
2024-11-07,StateFarm,Auto,Liability,330
2024-11-07,StateFarm,Home,Property,90
2024-11-07,StateFarm,Home,Renters,78
2024-11-07,StateFarm,Life,Term,230
2024-11-07,StateFarm,Life,Whole,92
2024-11-07,Allstate,Auto,Comprehensive,242
2024-11-07,Allstate,Auto,Liability,105
2024-11-07,Allstate,Home,Property,194
2024-11-07,Allstate,Home,Renters,253
2024-11-07,Allstate,Life,Term,284
2024-11-07,Allstate,Life,Whole,87
2024-11-08,Geico,Auto,Comprehensive,257
2024-11-08,Geico,Auto,Liability,145
2024-11-08,Geico,Home,Property,194
2024-11-08,Geico,Home,Renters,268
2024-11-08,Geico,Life,Term,299
2024-11-08,Geico,Life,Whole,229
2024-11-08,StateFarm,Auto,Comprehensive,213
2024-11-08,StateFarm,Auto,Liability,265
2024-11-08,StateFarm,Home,Property,55
2024-11-08,StateFarm,Home,Renters,166
2024-11-08,StateFarm,Life,Term,298
2024-11-08,StateFarm,Life,Whole,260
2024-11-08,Allstate,Auto,Comprehensive,124
2024-11-08,Allstate,Auto,Liability,341
2024-11-08,Allstate,Home,Property,55
2024-11-08,Allstate,Home,Renters,181
2024-11-08,Allstate,Life,Term,223
2024-11-08,Allstate,Life,Whole,63
2024-11-09,Geico,Auto,Comprehensive,175
2024-11-09,Geico,Auto,Liability,167
2024-11-09,Geico,Home,Property,281
2024-11-09,Geico,Home,Renters,94
2024-11-09,Geico,Life,Term,139
2024-11-09,Geico,Life,Whole,65
2024-11-09,StateFarm,Auto,Comprehensive,192
2024-11-09,StateFarm,Auto,Liability,327
2024-11-09,StateFarm,Home,Property,171
2024-11-09,StateFarm,Home,Renters,161
2024-11-09,StateFarm,Life,Term,227
2024-11-09,StateFarm,Life,Whole,150
2024-11-09,Allstate,Auto,Comprehensive,319
2024-11-09,Allstate,Auto,Liability,281
2024-11-09,Allstate,Home,Property,154
2024-11-09,Allstate,Home,Renters,140
2024-11-09,Allstate,Life,Term,214
2024-11-09,Allstate,Life,Whole,227
2024-11-10,Geico,Auto,Comprehensive,293
2024-11-10,Geico,Auto,Liability,119
2024-11-10,Geico,Home,Property,115
2024-11-10,Geico,Home,Renters,195
2024-11-10,Geico,Life,Term,224
2024-11-10,Geico,Life,Whole,73
2024-11-10,StateFarm,Auto,Comprehensive,211
2024-11-10,StateFarm,Auto,Liability,206
2024-11-10,StateFarm,Home,Property,189
2024-11-10,StateFarm,Home,Renters,110
2024-11-10,StateFarm,Life,Term,96
2024-11-10,StateFarm,Life,Whole,162
