transaction_id,customer_id,policy_type,start_date,end_date,premium_amount,status,claim_history
TXN-f2c1477b,C360-100418,Health Insurance,2023-07-02,2024-07-01,808,Expired,0
TXN-bedb6d91,C360-100418,Health Insurance,2024-07-01,2025-07-01,857,Expired,0
TXN-cdb56c8a,C360-100418,Health Insurance,2025-07-01,2026-07-01,842,Active,0
TXN-75d2dceb,C360-100419,Motor Insurance,2021-07-02,2022-07-02,1004,Expired,1
TXN-726ca38a,C360-100419,Motor Insurance,2022-07-02,2023-07-02,1050,Expired,0
TXN-d8704a24,C360-100419,Motor Insurance,2023-07-02,2024-07-01,1036,Expired,0
TXN-ce926e53,C360-100419,Motor Insurance,2024-07-01,2025-07-01,1118,Expired,1
TXN-5b1c6bb8,C360-100419,Motor Insurance,2025-07-01,2026-07-01,1048,Active,0
TXN-5e9298b4,C360-100420,Accidental Insurance,2021-07-02,2022-07-02,637,Expired,1
TXN-1c63c49d,C360-100420,Accidental Insurance,2022-07-02,2023-07-02,670,Expired,1
TXN-7779b0b4,C360-100420,Accidental Insurance,2023-07-02,2024-07-01,669,Expired,0
TXN-7bee02da,C360-100420,Accidental Insurance,2024-07-01,2025-07-01,673,Expired,0
TXN-b1066e70,C360-100420,Accidental Insurance,2025-07-01,2026-07-01,825,Active,0
TXN-0d8320f8,C360-100421,Motor Insurance,2021-07-02,2022-07-02,652,Expired,0
TXN-5dc7f770,C360-100421,Motor Insurance,2022-07-02,2023-07-02,690,Expired,1
TXN-a0946a1a,C360-100421,Motor Insurance,2023-07-02,2024-07-01,740,Expired,1
TXN-2bd70923,C360-100421,Motor Insurance,2024-07-01,2025-07-01,766,Expired,0
TXN-fb1b435a,C360-100421,Motor Insurance,2025-07-01,2026-07-01,720,Active,0
TXN-57a52299,C360-100421,Health Insurance,2021-07-02,2022-07-02,619,Expired,0
TXN-19aca9b1,C360-100421,Health Insurance,2022-07-02,2023-07-02,635,Expired,0
TXN-71ff6cdf,C360-100421,Health Insurance,2023-07-02,2024-07-01,711,Expired,0
TXN-5da7b904,C360-100421,Health Insurance,2024-07-01,2025-07-01,721,Expired,0
TXN-a4b05075,C360-100421,Health Insurance,2025-07-01,2026-07-01,759,Active,0
TXN-64cd423e,C360-100422,Health Insurance,2021-07-02,2022-07-02,598,Expired,2
TXN-f69a53f8,C360-100422,Accidental Insurance,2021-07-02,2022-07-02,306,Expired,1
TXN-cb4f8c2c,C360-100422,Accidental Insurance,2022-07-02,2023-07-02,337,Expired,1
TXN-40b55ff0,C360-100422,Accidental Insurance,2023-07-02,2024-07-01,334,Expired,0
TXN-504cf23e,C360-100422,Accidental Insurance,2024-07-01,2025-07-01,411,Expired,0
TXN-184b29d3,C360-100422,Accidental Insurance,2025-07-01,2026-07-01,346,Cancelled,1
TXN-bd7f1042,C360-100423,Health Insurance,2021-07-02,2022-07-02,313,Expired,0
TXN-87486418,C360-100423,Health Insurance,2022-07-02,2023-07-02,326,Expired,0
TXN-09cd2049,C360-100423,Health Insurance,2023-07-02,2024-07-01,379,Expired,0
TXN-677319c2,C360-100423,Health Insurance,2024-07-01,2025-07-01,394,Expired,0
TXN-569c7f71,C360-100423,Health Insurance,2025-07-01,2026-07-01,429,Active,0
TXN-56fc60f5,C360-100423,Life Insurance,2021-07-02,2022-07-02,1407,Expired,0
TXN-1dc61fd1,C360-100423,Life Insurance,2022-07-02,2023-07-02,1440,Expired,1
TXN-63cc1c41,C360-100423,Life Insurance,2023-07-02,2024-07-01,1501,Expired,0
TXN-66b223b8,C360-100423,Life Insurance,2024-07-01,2025-07-01,1467,Expired,0
TXN-1c4bc86c,C360-100423,Life Insurance,2025-07-01,2026-07-01,1575,Active,0
TXN-3ca40c98,C360-100423,Motor Insurance,2021-07-02,2022-07-02,1390,Expired,0
TXN-33750e6c,C360-100423,Motor Insurance,2022-07-02,2023-07-02,1416,Expired,0
TXN-bac98c85,C360-100423,Motor Insurance,2023-07-02,2024-07-01,1484,Expired,0
TXN-c18e543a,C360-100423,Motor Insurance,2024-07-01,2025-07-01,1480,Expired,1
TXN-13140d78,C360-100423,Motor Insurance,2025-07-01,2026-07-01,1470,Active,0
TXN-f6607484,C360-100423,Accidental Insurance,2021-07-02,2022-07-02,982,Expired,0
TXN-73b64176,C360-100423,Accidental Insurance,2022-07-02,2023-07-02,1004,Expired,0
TXN-1306cce6,C360-100423,Accidental Insurance,2023-07-02,2024-07-01,1010,Expired,0
TXN-c604b1e8,C360-100423,Accidental Insurance,2024-07-01,2025-07-01,1129,Expired,0
TXN-147ed96e,C360-100423,Accidental Insurance,2025-07-01,2026-07-01,1082,Active,1
TXN-c7d9cf96,C360-100424,Health Insurance,2021-07-02,2022-07-02,1206,Expired,0
TXN-0c336b24,C360-100424,Health Insurance,2022-07-02,2023-07-02,1217,Expired,0
TXN-4b6ec792,C360-100424,Life Insurance,2021-07-02,2022-07-02,1441,Expired,0
TXN-a182ec1c,C360-100424,Life Insurance,2022-07-02,2023-07-02,1472,Expired,0
TXN-daf08986,C360-100424,Motor Insurance,2021-07-02,2022-07-02,1226,Expired,0
TXN-9fdb0a55,C360-100424,Motor Insurance,2022-07-02,2023-07-02,1267,Expired,0
TXN-eccb1bea,C360-100424,Accidental Insurance,2021-07-02,2022-07-02,619,Expired,0
TXN-c8d683c7,C360-100425,Health Insurance,2021-07-02,2022-07-02,1207,Expired,0
TXN-3dcf9a5e,C360-100425,Health Insurance,2022-07-02,2023-07-02,1233,Expired,0
TXN-74311d42,C360-100425,Health Insurance,2023-07-02,2024-07-01,1301,Expired,0
TXN-4e2d7957,C360-100425,Health Insurance,2024-07-01,2025-07-01,1255,Expired,0
TXN-b860603a,C360-100425,Health Insurance,2025-07-01,2026-07-01,1251,Active,1
TXN-2987d75f,C360-100426,Life Insurance,2021-07-02,2022-07-02,1373,Expired,0
TXN-268181eb,C360-100426,Life Insurance,2022-07-02,2023-07-02,1391,Expired,0
TXN-a5e00ebc,C360-100426,Life Insurance,2023-07-02,2024-07-01,1423,Expired,0
TXN-672195e1,C360-100426,Life Insurance,2024-07-01,2025-07-01,1475,Expired,0
TXN-6860182d,C360-100426,Life Insurance,2025-07-01,2026-07-01,1445,Active,0
TXN-5eec0ae0,C360-100427,Accidental Insurance,2021-07-02,2022-07-02,1213,Expired,0
TXN-de0d039f,C360-100427,Accidental Insurance,2022-07-02,2023-07-02,1243,Expired,0
TXN-d8d39883,C360-100427,Accidental Insurance,2023-07-02,2024-07-01,1309,Expired,0
TXN-01687020,C360-100427,Accidental Insurance,2024-07-01,2025-07-01,1330,Expired,1
TXN-f4c4652e,C360-100427,Accidental Insurance,2025-07-01,2026-07-01,1369,Cancelled,1
TXN-00c43cd0,C360-100428,Motor Insurance,2021-07-02,2022-07-02,1340,Expired,0
TXN-7c42f3e6,C360-100428,Motor Insurance,2022-07-02,2023-07-02,1383,Expired,0
TXN-06e678ef,C360-100428,Motor Insurance,2023-07-02,2024-07-01,1364,Expired,0
TXN-8e3161a9,C360-100428,Motor Insurance,2024-07-01,2025-07-01,1421,Expired,0
TXN-87872685,C360-100428,Motor Insurance,2025-07-01,2026-07-01,1464,Active,0
TXN-75ae9ce1,C360-100428,Accidental Insurance,2021-07-02,2022-07-02,560,Expired,0
TXN-1335b750,C360-100428,Accidental Insurance,2022-07-02,2023-07-02,575,Expired,0
TXN-8fbdcbac,C360-100428,Accidental Insurance,2023-07-02,2024-07-01,610,Expired,0
TXN-1de7fd06,C360-100428,Accidental Insurance,2024-07-01,2025-07-01,704,Expired,0
TXN-fd5d77bd,C360-100428,Accidental Insurance,2025-07-01,2026-07-01,604,Active,0
TXN-f39d54bc,C360-100429,Life Insurance,2021-07-02,2022-07-02,410,Expired,0
TXN-99e3840a,C360-100429,Life Insurance,2022-07-02,2023-07-02,432,Expired,0
TXN-25e8ee02,C360-100429,Life Insurance,2023-07-02,2024-07-01,462,Expired,0
TXN-8a1f1777,C360-100429,Life Insurance,2024-07-01,2025-07-01,536,Expired,0
TXN-b0eba9a6,C360-100429,Life Insurance,2025-07-01,2026-07-01,494,Active,0
TXN-324c1a62,C360-100430,Life Insurance,2021-07-02,2022-07-02,981,Expired,0
TXN-c89aab66,C360-100430,Life Insurance,2022-07-02,2023-07-02,1025,Expired,0
TXN-ba4fcd8f,C360-100430,Life Insurance,2023-07-02,2024-07-01,1003,Expired,0
TXN-6c8dc632,C360-100430,Life Insurance,2024-07-01,2025-07-01,1086,Expired,0
TXN-f5faebd7,C360-100430,Life Insurance,2025-07-01,2026-07-01,1105,Cancelled,0
TXN-447b3ebf,C360-100431,Life Insurance,2021-07-02,2022-07-02,1227,Expired,0
TXN-a0bd6898,C360-100431,Life Insurance,2022-07-02,2023-07-02,1268,Expired,0
TXN-147f8c38,C360-100431,Accidental Insurance,2021-07-02,2022-07-02,1031,Expired,0
TXN-4e18f08e,C360-100431,Accidental Insurance,2022-07-02,2023-07-02,1077,Expired,0
TXN-ee7e9fef,C360-100431,Accidental Insurance,2023-07-02,2024-07-01,1089,Expired,0
TXN-0e39bc52,C360-100432,Accidental Insurance,2021-07-02,2022-07-02,380,Expired,0
TXN-3cdc2be6,C360-100432,Accidental Insurance,2022-07-02,2023-07-02,415,Expired,0
TXN-5662cf6c,C360-100432,Accidental Insurance,2023-07-02,2024-07-01,414,Expired,2
TXN-5192f462,C360-100432,Accidental Insurance,2024-07-01,2025-07-01,419,Expired,0
TXN-72b820d0,C360-100432,Accidental Insurance,2025-07-01,2026-07-01,436,Active,0
TXN-3455e348,C360-100432,Health Insurance,2021-07-02,2022-07-02,331,Expired,0
TXN-78e4eed3,C360-100432,Health Insurance,2022-07-02,2023-07-02,379,Expired,0
TXN-0dc1410e,C360-100432,Health Insurance,2023-07-02,2024-07-01,413,Expired,0
TXN-156ba77e,C360-100432,Health Insurance,2024-07-01,2025-07-01,388,Expired,0
TXN-d00acb39,C360-100432,Health Insurance,2025-07-01,2026-07-01,463,Active,0
TXN-8ba076b5,C360-100433,Health Insurance,2021-07-02,2022-07-02,1306,Expired,0
TXN-9fb0b749,C360-100434,Life Insurance,2021-07-02,2022-07-02,1015,Expired,0
TXN-28e9a4eb,C360-100434,Life Insurance,2022-07-02,2023-07-02,1046,Expired,0
TXN-e76cc45b,C360-100434,Life Insurance,2023-07-02,2024-07-01,1079,Expired,0
TXN-d0595dac,C360-100434,Life Insurance,2024-07-01,2025-07-01,1069,Expired,1
TXN-8c41e9d0,C360-100434,Life Insurance,2025-07-01,2026-07-01,1075,Active,0
TXN-45cf3d7b,C360-100434,Accidental Insurance,2021-07-02,2022-07-02,926,Expired,0
TXN-166a195a,C360-100434,Accidental Insurance,2022-07-02,2023-07-02,962,Expired,0
TXN-6f30baa0,C360-100434,Accidental Insurance,2023-07-02,2024-07-01,990,Expired,0
TXN-0d8d5dac,C360-100434,Accidental Insurance,2024-07-01,2025-07-01,1070,Expired,0
TXN-8f3778ef,C360-100434,Accidental Insurance,2025-07-01,2026-07-01,982,Active,0
TXN-320652bb,C360-100435,Health Insurance,2021-07-02,2022-07-02,786,Expired,0
TXN-5d34ade4,C360-100435,Life Insurance,2021-07-02,2022-07-02,410,Expired,0
TXN-8d0f9acc,C360-100435,Life Insurance,2022-07-02,2023-07-02,428,Expired,1
TXN-30975880,C360-100435,Life Insurance,2023-07-02,2024-07-01,504,Expired,0
TXN-db4f2d9f,C360-100435,Accidental Insurance,2021-07-02,2022-07-02,1160,Expired,0
TXN-f927cb61,C360-100436,Accidental Insurance,2021-07-02,2022-07-02,1207,Expired,0
TXN-df078a3b,C360-100436,Accidental Insurance,2022-07-02,2023-07-02,1247,Expired,0
TXN-53569c7f,C360-100436,Accidental Insurance,2023-07-02,2024-07-01,1277,Expired,1
TXN-3958c04e,C360-100436,Accidental Insurance,2024-07-01,2025-07-01,1270,Expired,0
TXN-e3343eb8,C360-100436,Accidental Insurance,2025-07-01,2026-07-01,1343,Active,0
TXN-ce04f2b2,C360-100437,Motor Insurance,2021-07-02,2022-07-02,404,Expired,0
TXN-ac1a82ae,C360-100437,Motor Insurance,2022-07-02,2023-07-02,419,Expired,2
TXN-bbcadd3c,C360-100437,Life Insurance,2021-07-02,2022-07-02,949,Expired,0
TXN-80dddf8e,C360-100437,Life Insurance,2022-07-02,2023-07-02,995,Expired,0
TXN-7d411e77,C360-100437,Life Insurance,2023-07-02,2024-07-01,979,Expired,0
TXN-1059640e,C360-100437,Life Insurance,2024-07-01,2025-07-01,1006,Expired,0
TXN-59d3bda5,C360-100437,Life Insurance,2025-07-01,2026-07-01,1005,Active,1
TXN-4ef0d4c1,C360-100438,Health Insurance,2021-07-02,2022-07-02,448,Expired,0
TXN-23e4f728,C360-100438,Health Insurance,2022-07-02,2023-07-02,464,Expired,0
TXN-86eaa37b,C360-100438,Health Insurance,2023-07-02,2024-07-01,524,Expired,0
TXN-41ee8d73,C360-100438,Health Insurance,2024-07-01,2025-07-01,583,Expired,0
TXN-249bb1df,C360-100438,Health Insurance,2025-07-01,2026-07-01,520,Active,0
TXN-d9499332,C360-100438,Accidental Insurance,2021-07-02,2022-07-02,466,Expired,0
TXN-25c8797d,C360-100438,Accidental Insurance,2022-07-02,2023-07-02,506,Expired,2
TXN-a1c480fe,C360-100438,Accidental Insurance,2023-07-02,2024-07-01,524,Expired,0
TXN-4922dca6,C360-100438,Accidental Insurance,2024-07-01,2025-07-01,571,Expired,0
TXN-893c70c8,C360-100438,Accidental Insurance,2025-07-01,2026-07-01,542,Active,0
TXN-f13c0f46,C360-100439,Health Insurance,2021-07-02,2022-07-02,1175,Expired,0
TXN-1ddfea32,C360-100439,Health Insurance,2022-07-02,2023-07-02,1188,Expired,1
TXN-d3903743,C360-100439,Health Insurance,2023-07-02,2024-07-01,1267,Expired,0
TXN-a3832e80,C360-100439,Health Insurance,2024-07-01,2025-07-01,1259,Expired,0
TXN-5fb774cd,C360-100439,Health Insurance,2025-07-01,2026-07-01,1235,Active,0
TXN-93c725af,C360-100439,Motor Insurance,2021-07-02,2022-07-02,597,Expired,0
TXN-83e5bfa3,C360-100439,Motor Insurance,2022-07-02,2023-07-02,633,Expired,0
TXN-9a60c1b2,C360-100439,Motor Insurance,2023-07-02,2024-07-01,631,Expired,0
TXN-6ee815b5,C360-100439,Motor Insurance,2024-07-01,2025-07-01,669,Expired,1
TXN-57f57534,C360-100439,Motor Insurance,2025-07-01,2026-07-01,793,Cancelled,0
TXN-a490cfd9,C360-100439,Accidental Insurance,2021-07-02,2022-07-02,1310,Expired,0
TXN-b1d18e7e,C360-100439,Accidental Insurance,2022-07-02,2023-07-02,1358,Expired,0
TXN-b1a61d32,C360-100439,Accidental Insurance,2023-07-02,2024-07-01,1410,Expired,0
TXN-b7180328,C360-100439,Accidental Insurance,2024-07-01,2025-07-01,1400,Expired,0
TXN-2ce2c18e,C360-100439,Accidental Insurance,2025-07-01,2026-07-01,1458,Active,0
TXN-b965af2a,C360-100440,Health Insurance,2021-07-02,2022-07-02,383,Expired,1
TXN-86d90865,C360-100440,Health Insurance,2022-07-02,2023-07-02,419,Expired,0
TXN-e67c51ad,C360-100440,Health Insurance,2023-07-02,2024-07-01,467,Expired,1
TXN-4ed7cb99,C360-100440,Health Insurance,2024-07-01,2025-07-01,440,Expired,2
TXN-02218869,C360-100440,Health Insurance,2025-07-01,2026-07-01,503,Active,0
TXN-c809bd01,C360-100440,Life Insurance,2021-07-02,2022-07-02,1271,Expired,0
TXN-3ae275c0,C360-100440,Life Insurance,2022-07-02,2023-07-02,1295,Expired,0
TXN-3d24372f,C360-100440,Life Insurance,2023-07-02,2024-07-01,1309,Expired,0
TXN-81624e82,C360-100440,Life Insurance,2024-07-01,2025-07-01,1325,Expired,0
TXN-2029b57a,C360-100440,Life Insurance,2025-07-01,2026-07-01,1411,Active,0
TXN-035aea44,C360-100440,Motor Insurance,2021-07-02,2022-07-02,647,Expired,0
TXN-35899b69,C360-100440,Motor Insurance,2022-07-02,2023-07-02,694,Expired,0
TXN-38fc9f64,C360-100440,Motor Insurance,2023-07-02,2024-07-01,703,Expired,2
TXN-4cbc34ca,C360-100440,Motor Insurance,2024-07-01,2025-07-01,770,Expired,2
TXN-aea741b3,C360-100440,Motor Insurance,2025-07-01,2026-07-01,779,Active,0
TXN-04b21ac0,C360-100440,Accidental Insurance,2021-07-02,2022-07-02,732,Expired,0
TXN-ea89b425,C360-100440,Accidental Insurance,2022-07-02,2023-07-02,766,Expired,1
TXN-6adfc3b3,C360-100440,Accidental Insurance,2023-07-02,2024-07-01,772,Expired,0
TXN-962e0a70,C360-100440,Accidental Insurance,2024-07-01,2025-07-01,882,Expired,0
TXN-50f14d03,C360-100440,Accidental Insurance,2025-07-01,2026-07-01,932,Active,0
TXN-3fe97e9e,C360-100443,Health Insurance,2021-07-02,2022-07-02,1349,Expired,1
TXN-33f3a147,C360-100443,Life Insurance,2021-07-02,2022-07-02,1306,Expired,0
TXN-19329d9d,C360-100443,Life Insurance,2022-07-02,2023-07-02,1330,Expired,0
TXN-7a9c152a,C360-100443,Life Insurance,2023-07-02,2024-07-01,1334,Expired,0
TXN-51c86af5,C360-100443,Life Insurance,2024-07-01,2025-07-01,1366,Expired,0
TXN-edc54c62,C360-100443,Life Insurance,2025-07-01,2026-07-01,1490,Active,0
TXN-c52f21b1,C360-100443,Motor Insurance,2021-07-02,2022-07-02,727,Expired,0
TXN-3546bd98,C360-100443,Motor Insurance,2022-07-02,2023-07-02,746,Expired,0
TXN-9f8dd624,C360-100443,Motor Insurance,2023-07-02,2024-07-01,797,Expired,0
TXN-0fa223c9,C360-100443,Motor Insurance,2024-07-01,2025-07-01,865,Expired,0
TXN-d5ea372a,C360-100443,Motor Insurance,2025-07-01,2026-07-01,887,Cancelled,0
TXN-85dc35e9,C360-100443,Accidental Insurance,2021-07-02,2022-07-02,860,Expired,0
TXN-53f61c1e,C360-100443,Accidental Insurance,2022-07-02,2023-07-02,877,Expired,0
TXN-53f514cd,C360-100443,Accidental Insurance,2023-07-02,2024-07-01,954,Expired,0
TXN-b94b47af,C360-100444,Life Insurance,2021-07-02,2022-07-02,637,Expired,0
TXN-7b304169,C360-100444,Life Insurance,2022-07-02,2023-07-02,681,Expired,0
TXN-e4e178c3,C360-100444,Life Insurance,2023-07-02,2024-07-01,691,Expired,0
TXN-9df7fe3f,C360-100445,Health Insurance,2021-07-02,2022-07-02,1301,Expired,1
TXN-b61ae55f,C360-100445,Health Insurance,2022-07-02,2023-07-02,1344,Expired,1
TXN-e3c80bd1,C360-100445,Health Insurance,2023-07-02,2024-07-01,1325,Expired,0
TXN-29757437,C360-100445,Health Insurance,2024-07-01,2025-07-01,1355,Expired,0
TXN-88a96830,C360-100445,Health Insurance,2025-07-01,2026-07-01,1385,Active,0
TXN-d0d90a09,C360-100445,Motor Insurance,2021-07-02,2022-07-02,529,Expired,0
TXN-f78db4f1,C360-100445,Motor Insurance,2022-07-02,2023-07-02,545,Expired,0
TXN-a5bbbc09,C360-100445,Motor Insurance,2023-07-02,2024-07-01,621,Expired,0
TXN-493ebad6,C360-100445,Motor Insurance,2024-07-01,2025-07-01,577,Expired,0
TXN-da95a6fd,C360-100445,Motor Insurance,2025-07-01,2026-07-01,721,Active,1
TXN-fe8b8938,C360-100446,Health Insurance,2021-07-02,2022-07-02,1169,Expired,0
TXN-2dd7730c,C360-100446,Health Insurance,2022-07-02,2023-07-02,1212,Expired,0
TXN-6c7807ae,C360-100446,Life Insurance,2021-07-02,2022-07-02,536,Expired,0
TXN-25eef0fb,C360-100446,Life Insurance,2022-07-02,2023-07-02,550,Expired,0
TXN-94a107e1,C360-100447,Motor Insurance,2021-07-02,2022-07-02,809,Expired,2
TXN-29ed8d7e,C360-100447,Motor Insurance,2022-07-02,2023-07-02,829,Expired,0
TXN-b9c946dd,C360-100447,Motor Insurance,2023-07-02,2024-07-01,845,Expired,0
TXN-b68a7dc8,C360-100447,Motor Insurance,2024-07-01,2025-07-01,845,Expired,0
TXN-9cf95004,C360-100447,Motor Insurance,2025-07-01,2026-07-01,901,Active,1
TXN-03a17b0f,C360-100447,Accidental Insurance,2021-07-02,2022-07-02,1054,Expired,0
TXN-e4e37d9e,C360-100447,Accidental Insurance,2022-07-02,2023-07-02,1084,Expired,0
TXN-4ebd9ae0,C360-100447,Accidental Insurance,2023-07-02,2024-07-01,1080,Expired,0
TXN-2ed1dc28,C360-100447,Accidental Insurance,2024-07-01,2025-07-01,1117,Expired,1
TXN-d53c3c28,C360-100447,Accidental Insurance,2025-07-01,2026-07-01,1118,Active,0
TXN-fda21b9f,C360-100448,Health Insurance,2021-07-02,2022-07-02,697,Expired,0
TXN-a9257eb5,C360-100448,Health Insurance,2022-07-02,2023-07-02,712,Expired,0
TXN-0196aa39,C360-100448,Health Insurance,2023-07-02,2024-07-01,747,Expired,0
TXN-4ae0e175,C360-100448,Accidental Insurance,2021-07-02,2022-07-02,332,Expired,0
TXN-0ca43181,C360-100448,Accidental Insurance,2022-07-02,2023-07-02,363,Expired,0
TXN-74fd560d,C360-100450,Health Insurance,2021-07-02,2022-07-02,928,Expired,0
TXN-2de3078a,C360-100450,Health Insurance,2022-07-02,2023-07-02,973,Expired,1
TXN-cea07d1e,C360-100450,Health Insurance,2023-07-02,2024-07-01,956,Expired,0
TXN-eba13f2f,C360-100450,Health Insurance,2024-07-01,2025-07-01,1045,Expired,0
TXN-069694d1,C360-100450,Health Insurance,2025-07-01,2026-07-01,1080,Active,1
TXN-d8ec523a,C360-100450,Life Insurance,2021-07-02,2022-07-02,497,Expired,0
TXN-6351b8e3,C360-100450,Life Insurance,2022-07-02,2023-07-02,532,Expired,1
TXN-3dedee11,C360-100450,Life Insurance,2023-07-02,2024-07-01,543,Expired,0
TXN-5a6501c1,C360-100450,Life Insurance,2024-07-01,2025-07-01,578,Expired,1
TXN-f13dfbbd,C360-100450,Life Insurance,2025-07-01,2026-07-01,669,Active,0
TXN-1cc30e42,C360-100450,Motor Insurance,2021-07-02,2022-07-02,530,Expired,0
TXN-c13a03d6,C360-100450,Motor Insurance,2022-07-02,2023-07-02,545,Expired,0
TXN-146d3fa7,C360-100450,Motor Insurance,2023-07-02,2024-07-01,574,Expired,1
TXN-228af7dd,C360-100450,Motor Insurance,2024-07-01,2025-07-01,659,Expired,0
TXN-c6b81aff,C360-100450,Motor Insurance,2025-07-01,2026-07-01,658,Active,0
TXN-f0ab9c68,C360-100450,Accidental Insurance,2021-07-02,2022-07-02,917,Expired,0
TXN-a7a042d7,C360-100450,Accidental Insurance,2022-07-02,2023-07-02,940,Expired,0
TXN-f053d74e,C360-100450,Accidental Insurance,2023-07-02,2024-07-01,977,Expired,2
TXN-4f1d0dd8,C360-100450,Accidental Insurance,2024-07-01,2025-07-01,1055,Expired,1
TXN-5fec7266,C360-100450,Accidental Insurance,2025-07-01,2026-07-01,1089,Active,0
TXN-6abc21ff,C360-100451,Motor Insurance,2021-07-02,2022-07-02,1109,Expired,1
TXN-5987191c,C360-100451,Motor Insurance,2022-07-02,2023-07-02,1133,Expired,0
TXN-276d3472,C360-100451,Motor Insurance,2023-07-02,2024-07-01,1141,Expired,0
TXN-0e4d0a42,C360-100451,Motor Insurance,2024-07-01,2025-07-01,1211,Expired,2
TXN-32fcf4a4,C360-100451,Motor Insurance,2025-07-01,2026-07-01,1165,Active,0
TXN-1ccf4cdf,C360-100451,Health Insurance,2021-07-02,2022-07-02,1409,Expired,0
TXN-0b25200f,C360-100451,Health Insurance,2022-07-02,2023-07-02,1431,Expired,0
TXN-3702c73a,C360-100451,Health Insurance,2023-07-02,2024-07-01,1495,Expired,0
TXN-7d81937d,C360-100451,Health Insurance,2024-07-01,2025-07-01,1493,Expired,0
TXN-fa0079d5,C360-100451,Health Insurance,2025-07-01,2026-07-01,1521,Active,2
TXN-6af9aba0,C360-100452,Health Insurance,2021-07-02,2022-07-02,1477,Expired,0
TXN-2ad55183,C360-100452,Health Insurance,2022-07-02,2023-07-02,1508,Expired,0
TXN-41646326,C360-100452,Health Insurance,2023-07-02,2024-07-01,1501,Expired,0
TXN-bce01d4e,C360-100452,Health Insurance,2024-07-01,2025-07-01,1531,Expired,0
TXN-ca560468,C360-100452,Health Insurance,2025-07-01,2026-07-01,1605,Active,1
TXN-ddabe5dd,C360-100453,Health Insurance,2021-07-02,2022-07-02,885,Expired,0
TXN-12a9df1c,C360-100453,Health Insurance,2022-07-02,2023-07-02,912,Expired,0
TXN-7e27a040,C360-100453,Health Insurance,2023-07-02,2024-07-01,943,Expired,0
TXN-55f4abe2,C360-100453,Health Insurance,2024-07-01,2025-07-01,930,Expired,1
TXN-09f38d8c,C360-100453,Health Insurance,2025-07-01,2026-07-01,977,Active,2
TXN-b01de22b,C360-100453,Life Insurance,2021-07-02,2022-07-02,330,Expired,0
TXN-f5723251,C360-100453,Life Insurance,2022-07-02,2023-07-02,352,Expired,0
TXN-6cbb4e7a,C360-100453,Life Insurance,2023-07-02,2024-07-01,428,Expired,1
TXN-81038d54,C360-100453,Life Insurance,2024-07-01,2025-07-01,393,Expired,0
TXN-d1cc76c9,C360-100453,Life Insurance,2025-07-01,2026-07-01,482,Active,0
TXN-f8fcfa24,C360-100453,Motor Insurance,2021-07-02,2022-07-02,854,Expired,1
TXN-f8f97f8b,C360-100453,Motor Insurance,2022-07-02,2023-07-02,899,Expired,0
TXN-c56cd4e6,C360-100453,Motor Insurance,2023-07-02,2024-07-01,890,Expired,0
TXN-8524a897,C360-100453,Motor Insurance,2024-07-01,2025-07-01,884,Expired,0
TXN-2708c163,C360-100453,Motor Insurance,2025-07-01,2026-07-01,918,Active,0
TXN-83ff45d0,C360-100453,Accidental Insurance,2021-07-02,2022-07-02,893,Expired,0
TXN-3db2183a,C360-100453,Accidental Insurance,2022-07-02,2023-07-02,911,Expired,0
TXN-e544b4c2,C360-100453,Accidental Insurance,2023-07-02,2024-07-01,935,Expired,1
TXN-218d2b45,C360-100453,Accidental Insurance,2024-07-01,2025-07-01,989,Expired,0
TXN-4bf8114c,C360-100453,Accidental Insurance,2025-07-01,2026-07-01,945,Active,0
TXN-a96dfc55,C360-100454,Accidental Insurance,2021-07-02,2022-07-02,991,Expired,0
TXN-b527ca9d,C360-100454,Accidental Insurance,2022-07-02,2023-07-02,1034,Expired,0
TXN-6f5e1a1d,C360-100454,Accidental Insurance,2023-07-02,2024-07-01,1087,Expired,1
TXN-ccb4f09f,C360-100454,Accidental Insurance,2024-07-01,2025-07-01,1051,Expired,2
TXN-5592f934,C360-100454,Accidental Insurance,2025-07-01,2026-07-01,1091,Active,1
TXN-04ff6418,C360-100455,Health Insurance,2021-07-02,2022-07-02,329,Expired,0
TXN-970accac,C360-100455,Health Insurance,2022-07-02,2023-07-02,352,Expired,0
TXN-be3424e5,C360-100455,Health Insurance,2023-07-02,2024-07-01,429,Expired,0
TXN-1d22b2b2,C360-100455,Health Insurance,2024-07-01,2025-07-01,449,Expired,0
TXN-e6a2e755,C360-100455,Health Insurance,2025-07-01,2026-07-01,417,Active,0
TXN-3170f7c9,C360-100455,Life Insurance,2021-07-02,2022-07-02,579,Expired,1
TXN-e1d1ab80,C360-100455,Life Insurance,2022-07-02,2023-07-02,593,Expired,0
TXN-fb64863b,C360-100455,Life Insurance,2023-07-02,2024-07-01,671,Expired,1
TXN-0d40aca5,C360-100455,Life Insurance,2024-07-01,2025-07-01,651,Expired,0
TXN-a72c3322,C360-100455,Life Insurance,2025-07-01,2026-07-01,687,Active,0
TXN-3e3fc670,C360-100455,Motor Insurance,2021-07-02,2022-07-02,1372,Expired,0
TXN-61e5415f,C360-100455,Motor Insurance,2022-07-02,2023-07-02,1405,Expired,0
TXN-5b2fd095,C360-100455,Motor Insurance,2023-07-02,2024-07-01,1416,Expired,0
