Date,Company,Freight_Type,Shipping_Lane,Vessel_Name,IMO_Number,Vessel_Capacity,Volume_Tons
2024-11-09,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,8386
2024-11-09,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,11566
2024-11-09,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,7803
2024-11-09,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,20266
2024-11-09,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,16663
2024-11-09,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,13207
2024-11-09,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,13277
2024-11-09,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,6921
2024-11-09,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,10912
2024-11-09,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,18957
2024-11-09,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,10242
2024-11-09,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,7580
2024-11-09,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,11730
2024-11-09,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,18933
2024-11-09,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,18024
2024-11-09,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13083
2024-11-09,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6231
2024-11-09,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,12714
2024-11-10,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,21745
2024-11-10,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12099
2024-11-10,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,19356
2024-11-10,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,8956
2024-11-10,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,5909
2024-11-10,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,11995
2024-11-10,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,7789
2024-11-10,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,20998
2024-11-10,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,7410
2024-11-10,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,9717
2024-11-10,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,7675
2024-11-10,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,22351
2024-11-10,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,17376
2024-11-10,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,13682
2024-11-10,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,12819
2024-11-10,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,15714
2024-11-10,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,14941
2024-11-10,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,21142
2024-11-10,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,14454
2024-11-10,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,12282
2024-11-11,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,7510
2024-11-11,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,14436
2024-11-11,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,12963
2024-11-11,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,13540
2024-11-11,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,8884
2024-11-11,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,13279
2024-11-11,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,21726
2024-11-11,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,21759
2024-11-11,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,14012
2024-11-11,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,6222
2024-11-11,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,19150
2024-11-11,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,10396
2024-11-11,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,12390
2024-11-11,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8873
2024-11-11,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,9096
2024-11-11,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,19728
2024-11-11,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,9291
2024-11-11,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13984
2024-11-11,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,11747
2024-11-11,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,11646
2024-11-12,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,15069
2024-11-12,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,14043
2024-11-12,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,17115
2024-11-12,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,7437
2024-11-12,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,5472
2024-11-12,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,8142
2024-11-12,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,8868
2024-11-12,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,16153
2024-11-12,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,7924
2024-11-12,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,8530
2024-11-12,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,19864
2024-11-12,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,8841
2024-11-12,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,9694
2024-11-12,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,12079
2024-11-12,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,14076
2024-11-12,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,15793
2024-11-12,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,17197
2024-11-12,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13737
2024-11-12,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,12995
2024-11-12,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13861
2024-11-13,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,20257
2024-11-13,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,20236
2024-11-13,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,10707
2024-11-13,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,6218
2024-11-13,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,7774
2024-11-13,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,9220
2024-11-13,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,15577
2024-11-13,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,11694
2024-11-13,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,12567
2024-11-13,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,5759
2024-11-13,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,21579
2024-11-13,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,17968
2024-11-13,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,8796
2024-11-13,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,12732
2024-11-13,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,10772
2024-11-13,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,8740
2024-11-13,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,13810
2024-11-13,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,18531
2024-11-13,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,7411
2024-11-13,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,7986
2024-11-14,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,18262
2024-11-14,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,13669
2024-11-14,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,13806
2024-11-14,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,8509
2024-11-14,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,5467
2024-11-14,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,20107
2024-11-14,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,14317
2024-11-14,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,9618
2024-11-14,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,13843
2024-11-14,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,12626
2024-11-14,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,15336
2024-11-14,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,14415
2024-11-14,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,18213
2024-11-14,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,13864
2024-11-14,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,10228
2024-11-14,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,8578
2024-11-14,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,7855
2024-11-14,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13110
2024-11-14,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6409
2024-11-14,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,10319
2024-11-15,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,12169
2024-11-15,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,16522
2024-11-15,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,18306
2024-11-15,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,5107
2024-11-15,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,13199
2024-11-15,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,17766
2024-11-15,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,9169
2024-11-15,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14101
2024-11-15,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,10353
2024-11-15,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,9102
2024-11-15,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,21400
2024-11-15,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,20587
2024-11-15,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,19677
2024-11-15,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,7385
2024-11-15,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,14148
2024-11-15,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,18828
2024-11-15,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,12133
2024-11-15,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,21574
2024-11-15,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,10572
2024-11-15,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,8012
2024-11-16,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,21555
2024-11-16,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,7983
2024-11-16,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,14179
2024-11-16,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,8828
2024-11-16,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,8004
2024-11-16,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,11712
2024-11-16,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,16096
2024-11-16,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,10870
2024-11-16,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,10762
2024-11-16,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,11456
2024-11-16,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,21151
2024-11-16,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,12108
2024-11-16,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,22498
2024-11-16,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,13695
2024-11-16,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,9778
2024-11-16,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,17788
2024-11-16,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,8208
2024-11-16,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,10461
2024-11-16,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,8309
2024-11-16,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,12595
2024-11-17,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,18640
2024-11-17,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,12369
2024-11-17,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,10822
2024-11-17,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,8118
2024-11-17,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,13940
2024-11-17,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,11950
2024-11-17,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,19752
2024-11-17,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,15241
2024-11-17,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,13599
2024-11-17,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,14159
2024-11-17,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,8766
2024-11-17,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,14851
2024-11-17,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,8916
2024-11-17,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,8503
2024-11-17,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,11540
2024-11-17,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,17578
2024-11-17,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,22128
2024-11-17,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13993
2024-11-17,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6186
2024-11-17,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,5248
2024-11-18,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,19144
2024-11-18,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,11349
2024-11-18,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,15213
2024-11-18,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,6701
2024-11-18,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,9796
2024-11-18,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,20143
2024-11-18,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,16842
2024-11-18,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,14092
2024-11-18,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,10714
2024-11-18,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,5929
2024-11-18,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,16798
2024-11-18,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,19123
2024-11-18,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,19855
2024-11-18,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,9088
2024-11-18,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7940
2024-11-18,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,19144
2024-11-18,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,21735
2024-11-18,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,8313
2024-11-18,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,9541
2024-11-18,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13561
2024-11-19,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,13728
2024-11-19,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,16647
2024-11-19,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,19240
2024-11-19,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,14667
2024-11-19,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,11841
2024-11-19,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,18679
2024-11-19,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,19921
2024-11-19,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,16512
2024-11-19,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,5493
2024-11-19,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,13844
2024-11-19,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,10788
2024-11-19,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,11110
2024-11-19,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,22474
2024-11-19,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,5012
2024-11-19,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7822
2024-11-19,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,20467
2024-11-19,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,19812
2024-11-19,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,13152
2024-11-19,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,12998
2024-11-19,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,10291
2024-11-20,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,18090
2024-11-20,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,17665
2024-11-20,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,16651
2024-11-20,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,7063
2024-11-20,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,10071
2024-11-20,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,21411
2024-11-20,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,21060
2024-11-20,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,21342
2024-11-20,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,14194
2024-11-20,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,14643
2024-11-20,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,14875
2024-11-20,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,19149
2024-11-20,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,14017
2024-11-20,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,6198
2024-11-20,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,7459
2024-11-20,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,8463
2024-11-20,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,14067
2024-11-20,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,15817
2024-11-20,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,6109
2024-11-20,Hapag-Lloyd,Bulk_Cargo,Brazil_to_Europe,HL Bulk Rio,IMO9200066,50000,13305
2024-11-21,Maersk,Container_TEU,China_to_USA,Madrid Maersk,IMO9778791,20568,18798
2024-11-21,Maersk,Container_TEU,Asia_to_Europe,Morten Maersk,IMO9632064,18270,16371
2024-11-21,Maersk,Container_TEU,Europe_to_USA,Maguen Maersk,IMO9394806,10100,12684
2024-11-21,Maersk,Bulk_Cargo,Australia_to_China,Maersk Tianjin,IMO9388833,45000,11216
2024-11-21,Maersk,Bulk_Cargo,Brazil_to_Europe,Maersk Tokyo,IMO9388845,45000,12841
2024-11-21,MSC,Container_TEU,China_to_USA,MSC Oscar,IMO9703291,19224,13353
2024-11-21,MSC,Container_TEU,Asia_to_Europe,MSC Gulsun,IMO9839430,23756,19719
2024-11-21,MSC,Container_TEU,Europe_to_USA,MSC Zoe,IMO9703318,19224,19534
2024-11-21,MSC,Bulk_Cargo,Australia_to_China,MSC Bulk Alpha,IMO9500011,55000,14127
2024-11-21,MSC,Bulk_Cargo,Brazil_to_Europe,MSC Bulk Beta,IMO9500022,55000,10470
2024-11-21,CMA CGM,Container_TEU,China_to_USA,CMA CGM Antoine de Saint Exupery,IMO9776418,20954,10845
2024-11-21,CMA CGM,Container_TEU,Asia_to_Europe,CMA CGM Jacques Saade,IMO9839179,23000,11302
2024-11-21,CMA CGM,Container_TEU,Europe_to_USA,CMA CGM Kerguelen,IMO9702132,17722,14023
2024-11-21,CMA CGM,Bulk_Cargo,Australia_to_China,CMA CGM Bulk 1,IMO9100033,60000,7222
2024-11-21,CMA CGM,Bulk_Cargo,Brazil_to_Europe,CMA CGM Bulk 2,IMO9100044,60000,12798
2024-11-21,Hapag-Lloyd,Container_TEU,China_to_USA,Al Zubara,IMO9708875,19870,16606
2024-11-21,Hapag-Lloyd,Container_TEU,Asia_to_Europe,Barzan,IMO9708851,19870,11722
2024-11-21,Hapag-Lloyd,Container_TEU,Europe_to_USA,Tihama,IMO9736107,19870,17289
2024-11-21,Hapag-Lloyd,Bulk_Cargo,Australia_to_China,HL Bulk Sydney,IMO9200055,50000,12084
